"patient_id","ho_ten","cccd","ngay_sinh","so_dien_thoai","email","dia_chi","benh","ket_qua_xet_nghiem","bac_si_phu_trach","ngay_kham"
"d8b48ead-9360-4edf-b82b-5b86f2a32efd","Thành Xuân Lê","148508065810","17/08/1952","0868081317","jane90@example.net","3 Mai Khu
Thị xã JohnThành phố, 158896","Khỏe mạnh","6.36","Chị Ngọc Mai","04/03/2026"
"33932b6c-9d37-4fb6-aafb-3e9054ec84ce","Bà Nhật Lê","899794238813","07/06/2002","0831727168","john02@example.net","851 Bùi Ngõ
JaneHuyện, 243079","Tiểu đường","7.24","Quý cô Hải Dương","27/03/2026"
"8fddbebc-f7ff-48d4-b509-f08a2c988bca","Quang Xuân Bùi","253141606355","04/10/1957","0988017863","john20@example.net","0 Jane Làng
Thị xã JohnHuyện, 881549","Huyết áp cao","11.24","Lâm Đặng","09/05/2026"
"f68c62e6-e2a4-4909-a2dd-22d52afaab7b","Nhật Đặng","427292638362","18/12/1967","0987804018","john31@example.com","0 Jane Dãy
JohnThị xã, 617033","Khỏe mạnh","5.74","Thành Hữu Trần","19/04/2026"
"a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a","Chị Chi Trần","074595444566","13/09/1993","0718315532","vujohn@example.com","526 John Ngõ
JanePhường, 132498","Huyết áp cao","5.06","Hải Xuân Hoàng","27/04/2026"
"54c29d5c-19ec-4829-8db5-d4412837f418","Chị Hồng Mai","086834538975","26/01/1988","0931811213","jane43@example.org","050 Trần Khu
JohnThành phố, 126985","Tiểu đường","3.99","Chị Dương Vũ","08/05/2026"
"4ef03f80-1d91-4e39-9801-4004793bed1b","Nhật Mai Bảo Vũ","821229579917","05/01/1942","0569972868","xle@example.com","477 Phạm Khu
Quận JohnThành phố, 800596","Khỏe mạnh","10.1","Tùng Bảo Hoàng","30/01/2026"
"d183010f-6319-429b-973e-7bb90f9ca17b","Phương Mai Bảo Hoàng","553973539170","21/09/1999","0768692324","fvu@example.com","9 John Dãy
Quận JohnQuận, 232315","Khỏe mạnh","3.69","Hồng Trần","10/05/2026"
"d2938e6e-ff4d-4930-b3b0-fb536f75ee8a","Bà Thành Trần","069030710029","17/09/1941","0822131337","umai@example.com","9 Trần Số
Quận JohnThành phố, 690016","Huyết áp cao","3.85","Hạnh Mai","26/04/2026"
"620f230b-439e-454c-a930-16eae0bda1ee","Quý ông Hưng Lê","741061633265","19/06/1955","0717981320","janenguyen@example.com","3 Jane Khu
JohnHuyện, 957091","Khỏe mạnh","8.6","Khoa Vũ","21/04/2026"
"1924c644-af52-4666-b239-09f4dbb54645","Chị Thảo Dương","642686342093","12/11/1991","0598683114","jane69@example.net","678 Nguyễn Hẻm
Huyện JaneQuận, 918430","Huyết áp cao","10.66","Lan Phạm","25/04/2026"
"3fde9814-0ec0-4d4b-9644-1a9d3362d476","Chi Nguyễn","041309214783","18/05/2002","0303817518","janedang@example.com","0 Jane Dãy
JohnThị xã, 715388","Khỏe mạnh","4.85","Quang Xuân Vũ","09/04/2026"
"0706fec2-48fa-4e98-9723-ecdbb0588256","An Xuân Hoàng","681363427881","15/04/1992","0306214413","johnpham@example.net","0 Jane Hẻm
Thành phố JohnHuyện, 737894","Tiểu đường","11.14","Anh Bùi","28/04/2026"
"4082fcda-7580-44e9-9945-0186da018d29","Quý cô Thảo Mai","236837600208","15/07/1995","0355609534","ghoang@example.org","9 Vũ Ngõ
JohnHuyện, 389913","Khỏe mạnh","9.98","Anh Đức Vũ","25/01/2026"
"e651e3e1-3d84-4fc9-83f6-2136846d5a3b","Vi Hoàng","284283817852","09/11/1964","0817564859","john07@example.com","60 Jane Làng
JaneXã, 414777","Tim mạch","5.87","Chị Hạnh Trần","03/03/2026"
"ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e","Bà Hải Trần","705604341616","02/08/1951","0359849761","janebui@example.com","17 John Dãy
Thành phố JaneXã, 412848","Tiểu đường","4.98","An Trí Lê","10/05/2026"
"91c46efc-fcb8-46bb-a8c0-cbef57b936b0","Anh Dũng Lê","259950486790","22/03/1992","0858271960","odang@example.org","743 John Dãy
Quận JanePhường, 550268","Tiểu đường","8.64","Kim Mai Bảo Bùi","01/01/2026"
"5f8392d5-bb0c-4919-b30c-cff588a5fa0d","Xuân Đặng","157045089504","11/08/1990","0790442141","johnnguyen@example.net","5 Lê Ngõ
JaneQuận, 168458","Huyết áp cao","5.85","Thảo Vũ","01/03/2026"
"567c5d44-862c-42fd-98ab-b2e785319f0f","Hải Trí Đặng","484011188418","30/01/2008","0918308611","wdang@example.org","332 John Hẻm
Huyện JohnThị xã, 771425","Tim mạch","5.07","Tùng Hoàng","07/01/2026"
"1bad52a8-a976-4c4d-8c47-2187fea35d37","Ngọc Trần","738992965926","13/10/1965","0982784743","jtran@example.com","046 Jane Hẻm
JohnXã, 853681","Khỏe mạnh","4.51","Hạnh Trần","13/04/2026"
"3322c68b-9be7-4aec-b2da-81f07f6bd3c6","Minh Phạm","145451580184","27/06/1961","0391970717","kvu@example.org","7 Phạm Đường
Thành phố JohnXã, 801520","Huyết áp cao","5.0","Anh Vũ Mai","10/01/2026"
"41822509-e79f-4f3d-99ee-2c3bb93c4b0b","Quý cô Thảo Vũ","993158452304","02/04/1969","0535004933","lejohn@example.com","11 John Hẻm
Huyện JaneThị xã, 752011","Tiểu đường","7.63","Vũ Đặng","17/04/2026"
"6676cc75-6699-4af5-9d24-181c2ed087d4","Bác Thành Dương","538474426517","02/10/1993","0356672296","johnle@example.net","697 Lê Số
JohnPhường, 979269","Khỏe mạnh","7.16","Quý cô Nhật Trần","27/04/2026"
"42f90f92-1036-4a81-8bc4-d7ba70d0ebcb","Nam Hải Đặng","117733339613","03/04/1973","0831998294","buijohn@example.com","890 John Dãy
JohnThành phố, 887931","Tim mạch","7.74","Bác Quang Đặng","08/05/2026"
"8ced4707-3903-4b65-81c6-1eeb0ce3c8c8","Kim Hải Trần","578831253932","15/11/1968","0823881444","ftran@example.com","0 Jane Số
Thành phố JohnXã, 749137","Khỏe mạnh","7.9","Minh Mai","28/01/2026"
"57423882-f34a-4949-b4ca-0ad7abe5be96","Hưng Hải Dương","212518761199","05/08/1959","0846766117","tdang@example.com","554 Trần Đường
Thị xã JohnPhường, 878579","Tiểu đường","11.31","Hà Đức Hoàng","26/01/2026"
"6494dd5c-da29-4905-ae22-a70b1ee93260","Quý cô Ánh Phạm","400542562880","08/09/1987","0554429217","buijohn@example.net","79 Jane Đường
Thị xã JaneXã, 919023","Tim mạch","7.62","Chị Nhật Lê","14/01/2026"
"e1f85b33-9b2d-4a2a-99bd-6240a8535961","Minh Hữu Bùi","517982037289","12/11/2006","0759698657","janebui@example.com","JohnQuận
8 Mai Tổ, 846454","Khỏe mạnh","3.65","Chị Mai Hoàng","04/04/2026"
"ac20af11-ebd3-4927-9865-28e6afc5c20e","Chị Phương Mai","846191927910","17/01/1986","0827047514","john58@example.com","8 Bùi Đường
Thành phố JaneQuận, 155642","Tiểu đường","10.4","Mai Vũ","09/04/2026"
"aef2ab2f-495f-42fc-bbc8-c77e29330fc4","Hoàng Nguyễn","487361094010","10/10/1985","0366985840","john80@example.com","8 Jane Làng
JohnThị xã, 506380","Tiểu đường","5.56","Hải Tấn Mai","08/01/2026"
"9edd2182-33fd-462d-8057-e470be6127a8","Anh Quang Hoàng","549579107193","06/04/1975","0955628705","johnvu@example.com","281 Nguyễn Số
JaneQuận, 268746","Khỏe mạnh","9.99","Nam Đặng","03/03/2026"
"27591ad4-0a39-4bf7-a7a1-58a0efffa2f4","Trọng Thị Hoàng","158997235750","28/11/1996","0511633921","jane98@example.com","3 John Hẻm
JaneThành phố, 466375","Khỏe mạnh","7.61","Chị Dương Đặng","13/02/2026"
"c0ae0b1a-f347-4736-b7ec-07a64b27b079","Ông Tú Đặng","572326512091","23/11/1967","0982093998","johndang@example.com","48 Nguyễn Tổ
JaneThành phố, 410833","Tiểu đường","11.53","Bà Vân Trần","05/05/2026"
"c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce","Dương Trần","585274539540","30/09/1950","0873017752","janetran@example.org","1 John Dãy
JohnThành phố, 176806","Tim mạch","4.42","Lan Vũ","15/03/2026"
"e9366a85-3a46-4be3-9255-a4de9330ba83","Huy Bùi","872655619513","16/04/1968","0561337517","ubui@example.org","0 John Ngõ
JohnHuyện, 925115","Tim mạch","5.29","Trọng Trần","06/02/2026"
"65262474-61a4-41ff-b00b-8b43ed3b9d13","Chi Lê","244837742588","21/04/1974","0978727058","janemai@example.com","50 John Đường
Thị xã JohnHuyện, 320256","Tiểu đường","9.21","Trung Bảo Mai","19/01/2026"
"d5b211a9-9dec-4b83-b885-8f7e2f1a25a8","Trung Trần","095978073511","06/08/1948","0801777166","maijane@example.net","1 Trần Làng
JaneHuyện, 234443","Tiểu đường","6.24","Cô Thảo Hoàng","10/01/2026"
"735d88f3-7c61-46df-915a-6b4331891f48","Trọng Thế Hoàng","856813563044","26/06/1946","0557454696","jane62@example.org","6 Đặng Hẻm
JaneThị xã, 566991","Tiểu đường","8.51","Khoa Mai Bảo Mai","15/01/2026"
"d77fbeeb-14fc-4a5d-9b4b-f377a542deb9","Hoàng Mai","071061653228","12/09/1949","0969635796","tranjohn@example.net","3 Jane Dãy
Huyện JaneQuận, 909652","Khỏe mạnh","5.19","Hoàng Dương","07/03/2026"
"808e08d2-5d26-4b1b-a593-b659172e8c68","Dương Phạm","877796573444","06/04/1997","0939149576","johnduong@example.org","7 Nguyễn Làng
JohnThành phố, 377198","Tiểu đường","8.49","Quang Thị Phạm","09/03/2026"
"783c91eb-635a-41f2-9c7a-f83dca9d2704","Ông Hưng Đặng","924715319068","23/11/1942","0983719080","jane98@example.net","91 Bùi Làng
JaneHuyện, 610511","Tiểu đường","3.65","Ông Minh Lê","27/02/2026"
"a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb","Trung Lê","148917208072","01/01/1949","0572595055","john36@example.com","7 Phạm Hẻm
JohnQuận, 145240","Huyết áp cao","3.97","Chị Bảo Mai","06/01/2026"
"2a955908-0e50-4fd8-a598-f38392803da2","Phúc Mai","440886367831","24/04/2005","0717489763","vujohn@example.org","23 Hoàng Hẻm
Huyện JohnPhường, 818894","Huyết áp cao","5.63","Bảo Quang Phạm","19/02/2026"
"33cd1d56-043d-42db-9bcb-404c21d8b96a","Bảo Đức Lê","986084518800","05/02/1970","0933988855","maijohn@example.org","8 Jane Số
JohnPhường, 655552","Khỏe mạnh","7.92","Lâm Mai Bảo Bùi","15/02/2026"
"c2f43c10-e869-407c-bdcb-fffccdfba4e9","Kim Lê","823062717043","09/12/1953","0805982600","johnvu@example.net","30 John Đường
JohnPhường, 943356","Tim mạch","10.54","Huy Phú Trần","21/01/2026"
"42e4bf01-40ee-431d-95da-d216a6cdae3c","Khoa Phú Hoàng","027775366531","23/06/1955","0918990188","apham@example.net","588 Vũ Khu
JanePhường, 244775","Tiểu đường","7.64","Nhật Phạm","28/02/2026"
"19abdc15-296b-47bf-b301-bb6cb3061300","Quý cô Vi Đặng","718436743484","27/10/1993","0545143467","lejane@example.net","796 John Khu
Huyện JohnXã, 139589","Khỏe mạnh","11.13","Kim Thế Hoàng","08/01/2026"
"a3ea21a2-2cde-4187-91fa-82a6c60b340c","Quý ông Nam Phạm","399023071212","14/06/1997","0983423259","john09@example.net","2 Jane Làng
Quận JohnHuyện, 917546","Tim mạch","4.97","Thành Hữu Bùi","18/03/2026"
"b4209103-bca7-46eb-83ef-0f77848ac924","Hà Mai","118543708292","16/02/1956","0376813969","jane43@example.net","JaneXã
26 John Khu, 456480","Tim mạch","5.06","Phương Vũ","25/04/2026"
"400945ce-932c-4ec9-8b1b-8effd02a6cbb","Quý ông Nhiên Dương","456285466038","27/07/1991","0928751259","jane79@example.org","633 Bùi Tổ
Huyện JohnHuyện, 197527","Khỏe mạnh","5.92","Hải Tấn Trần","14/03/2026"
"5a81762a-5059-477b-b9ff-89d92db13deb","Bà Lan Phạm","545396473797","15/10/1971","0849712385","johnpham@example.com","952 John Ngõ
JohnXã, 144316","Khỏe mạnh","10.1","Bác Trọng Đặng","06/03/2026"
"9313b3a7-e5a1-46e4-a188-6146fc40a3d4","Châu Lê","633905973699","22/03/2007","0503572122","jane39@example.org","80 Bùi Hẻm
JohnPhường, 643377","Tim mạch","9.14","Bác Nam Nguyễn","30/03/2026"
"534fc96d-19ca-4c1b-94bc-f47a61223189","Trọng Đức Lê","819093601443","28/05/1975","0336460847","janeduong@example.net","63 Đặng Tổ
JaneThị xã, 288627","Khỏe mạnh","8.31","Chị Hà Vũ","16/04/2026"
"618192de-db37-4ca7-aea5-e3418e2ac3ff","Chị Vi Lê","829534705869","20/11/1969","0756872446","lejane@example.com","44 Jane Ngõ
Thành phố JohnHuyện, 599687","Tim mạch","10.31","Nhật Đặng","04/02/2026"
"ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f","Quang Nguyễn","326737734887","02/06/1965","0510853105","john99@example.net","55 Dương Ngõ
JaneThị xã, 762398","Tiểu đường","5.32","Chị Hải Đặng","25/02/2026"
"d9518f98-679f-4f42-9256-d7079cc05b67","Hà Lê","078418138040","11/06/1960","0394227620","jane44@example.net","59 Bùi Hẻm
Thành phố JohnPhường, 346024","Tiểu đường","3.99","Vũ Phạm","22/01/2026"
"efd1b588-1054-42d5-9876-35761a5ed196","Ông Nam Bùi","122514331255","11/08/1973","0830450210","tranjane@example.net","33 Dương Hẻm
Quận JohnThành phố, 795781","Huyết áp cao","5.85","Dũng Mai Bảo Dương","08/05/2026"
"8c6d768e-45bc-43ba-af52-d36e8a63b93c","Anh Tùng Lê","694974408159","28/06/1978","0874744059","bhoang@example.net","78 John Dãy
JaneThị xã, 372427","Huyết áp cao","11.12","Bà An Nguyễn","10/03/2026"
"5808d790-22e4-4628-9913-057dc21f84fc","Châu Mai","030268461239","19/12/1935","0505990707","tduong@example.org","3 Jane Làng
JaneThị xã, 362035","Khỏe mạnh","10.23","Quý cô Kim Phạm","04/02/2026"
"84408e98-3d53-4c43-a015-2b5b6c17e150","Khoa Mai","990575012856","28/05/1994","0545573550","epham@example.org","7 Vũ Dãy
Huyện JohnQuận, 152042","Huyết áp cao","4.64","Lan Trần","06/02/2026"
"ba23b07a-703c-4286-b717-14cd200291bb","Mai Trần","891781854932","11/05/1946","0886042635","vpham@example.com","70 Trần Hẻm
Huyện JaneThành phố, 669578","Khỏe mạnh","8.99","Anh Trung Vũ","18/04/2026"
"f97f4994-1f38-4f55-833a-c4d6d4085391","Quý cô Vi Dương","229599525885","27/05/1953","0544950327","phamjane@example.net","64 Lê Đường
Huyện JanePhường, 413328","Tiểu đường","11.26","Bà Xuân Nguyễn","24/04/2026"
"3c6841d6-1ce8-412f-b928-7d2637c0f87a","Thành Văn Lê","268356380326","08/05/1993","0586256672","buijohn@example.org","JohnHuyện
271 Nguyễn Đường, 472787","Khỏe mạnh","4.26","Cô Bảo Dương","31/01/2026"
"a50784cb-c9df-401e-8ef0-0de1fb4f1972","Bảo Hoàng Nguyễn","347524551309","04/09/1985","0913352728","john40@example.com","7 John Tổ
JaneHuyện, 971733","Huyết áp cao","8.61","Cô Phương Lê","28/02/2026"
"5dfb1922-8aa6-4006-836a-db9dd1c56a00","Ông Minh Bùi","209624481347","01/12/1988","0364627337","hoangjane@example.net","8 Phạm Dãy
Huyện JaneThị xã, 772036","Huyết áp cao","9.01","Tú Đức Mai","28/03/2026"
"2138e2e6-f013-4170-95cf-3b4c0b34fc84","Cô Lâm Trần","060688103018","16/10/1970","0844148279","nguyenjane@example.net","539 John Làng
JohnThị xã, 939930","Huyết áp cao","5.93","Linh Mai","08/04/2026"
"5e7b4866-d270-4470-aa7b-e8b1e3f342a8","Ánh Hoàng","866659580275","06/10/1954","0985367716","tranjane@example.org","386 John Làng
Thị xã JohnPhường, 704570","Khỏe mạnh","5.97","Bảo Bảo Trần","22/01/2026"
"81338bdc-66cc-4376-8cca-89632e2e77a4","Phúc Mai Đặng","246902909967","29/03/2001","0769991835","jane66@example.net","8 Jane Khu
JaneThị xã, 516379","Tiểu đường","9.8","Yến Nguyễn","09/05/2026"
"2294fa0a-8482-4c08-842c-65ad9883e9b1","Nam Vũ","646028059767","22/03/2007","0364927641","janenguyen@example.net","075 John Khu
JohnQuận, 368691","Tiểu đường","4.96","Vũ Hoàng","22/02/2026"
"13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b","Châu Xuân Dương","389670668512","21/08/1995","0728870121","hoangjane@example.org","055 Bùi Ngõ
Thành phố JaneThành phố, 419588","Tim mạch","5.25","Linh Mai","16/03/2026"
"388629ff-b2a0-4778-809d-644453ab3cce","Cô Hải Bùi","105768262689","31/03/2006","0908167545","phamjane@example.com","517 Jane Khu
Thị xã JanePhường, 236708","Huyết áp cao","5.91","Quý cô Phương Phạm","05/03/2026"
"8fa8ae34-3233-4053-9242-ba54a6f9c0e1","Chị Hương Vũ","326981700947","24/01/1992","0973213248","john16@example.com","59 Jane Hẻm
JaneXã, 252901","Huyết áp cao","7.14","Ông Quang Phạm","31/03/2026"
"da4ec04c-ba7e-4b86-81fa-d75327ef0a4b","Hà Nguyễn","979579471117","06/02/1953","0508069158","janenguyen@example.com","77 Jane Làng
Quận JaneXã, 606489","Khỏe mạnh","8.3","Cô Kim Hoàng","29/04/2026"
"2b9a118e-4165-464c-8b21-a30886dc4e34","Thảo Phạm","504903308257","20/12/1992","0950390853","john70@example.org","5 John Khu
JohnThị xã, 633243","Tiểu đường","4.41","Thành Dương","24/04/2026"
"32e97c2d-2fb9-4ccf-9688-85c288145bde","Ông Hưng Phạm","724181622472","08/09/2002","0985146965","jane76@example.net","5 Vũ Làng
JohnPhường, 370196","Tim mạch","11.52","An Đức Phạm","20/01/2026"
"23238416-a82c-4e18-a491-982be5ad481d","Nhật Bùi","167938151010","16/05/1973","0572789879","janepham@example.net","5 Mai Hẻm
Quận JohnQuận, 424008","Tim mạch","7.37","Quý cô Bảo Hoàng","01/05/2026"
"88702ae7-8ead-4a9a-915c-42cd51476e86","Bảo Đặng","508696932440","24/08/1996","0939836617","johndang@example.com","42 John Hẻm
Thành phố JaneXã, 694587","Tiểu đường","4.69","Chị Mai Nguyễn","17/02/2026"
"22538040-7a02-4a6d-87a2-b171b02a06ee","Bác Phúc Bùi","339305741453","27/03/1971","0725220397","johnpham@example.org","63 John Ngõ
Thị xã JanePhường, 440677","Tim mạch","11.9","Anh Huy Bùi","12/04/2026"
"61603399-d307-4198-bc3e-b4029ba14c35","Thành Thị Mai","508325900727","04/05/1943","0394051971","pnguyen@example.net","6 John Khu
JaneHuyện, 911259","Tim mạch","10.33","Bảo Lê","25/02/2026"
"b0a0c1cd-0df6-4527-ab45-bc389cf65e33","Quý cô Hải Dương","814996155050","17/12/1941","0895410471","lejohn@example.com","279 Jane Ngõ
JanePhường, 780081","Huyết áp cao","4.93","Cô Hà Trần","03/04/2026"
"8618e40d-15d6-4658-9ce9-dbbca25291f3","Nhật Xuân Bùi","473514886562","15/07/1975","0306135333","lejane@example.net","220 Vũ Khu
JanePhường, 289473","Khỏe mạnh","4.16","Bảo Phạm","01/01/2026"
"75699aef-0320-4c4e-80cb-e188c3f0fac3","Quý ông Tùng Nguyễn","407698455775","29/09/1979","0591062388","npham@example.net","71 John Khu
Thành phố JohnQuận, 157738","Huyết áp cao","11.92","Hưng Trí Nguyễn","29/03/2026"
"54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e","An Trần","024899808158","18/10/1965","0766249042","johnvu@example.net","95 John Khu
JaneThị xã, 960109","Tiểu đường","4.63","Kim Mai","09/01/2026"
