patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
d8b48ead-9360-4edf-b82b-5b86f2a32efd,Hồng Bùi,842915717299,17/08/1952,0503713387,johnnguyen@example.org,"3 Cô Hà Phạm Khu
Thị xã JohnThành phố, 158896",Khỏe mạnh,6.36,Hương Đặng,04/03/2026
33932b6c-9d37-4fb6-aafb-3e9054ec84ce,Châu Hoàng,378841422802,07/06/2002,0840672828,john13@example.net,"851 Hoàng Dương, 243079",Tiểu đường,7.24,Phương Quang Nguyễn,27/03/2026
8fddbebc-f7ff-48d4-b509-f08a2c988bca,Quý ông Tùng Vũ,743002995709,04/10/1957,0508655250,janenguyen@example.net,"0 Nhật Phạm xã JohnHuyện, 881549",Huyết áp cao,11.24,Hoàng Đức Lê,09/05/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Phương Lê,896597725614,18/12/1967,0921079139,vujane@example.com,"0 An Nguyễn xã, 617033",Khỏe mạnh,5.74,Xuân Đặng,19/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Anh Hưng Vũ,519578466027,13/09/1993,0793295022,nguyenjane@example.com,"526 Anh Khoa Vũ, 132498",Huyết áp cao,5.06,Anh Thành Lê,27/04/2026
54c29d5c-19ec-4829-8db5-d4412837f418,Châu Quang Hoàng,746079688183,26/01/1988,0350311892,john96@example.net,"050 Bảo Lê phố, 126985",Tiểu đường,3.99,Quý cô Nhật Bùi,08/05/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Quý cô Nhật Bùi,992976081639,05/01/1942,0355066809,tranjane@example.net,"477 Kim Phạm Khu
Quận JohnThành phố, 800596",Khỏe mạnh,10.1,Quý ông Châu Hoàng,30/01/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Kim Hải Bùi,173228905297,21/09/1999,0774043454,john96@example.com,"9 Trung Đặng JohnQuận, 232315",Khỏe mạnh,3.69,An Tấn Đặng,10/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Anh Hoàng Dương,601379424316,17/09/1941,0571994457,jane34@example.org,"9 Bác Khoa Bùi JohnThành phố, 690016",Huyết áp cao,3.85,Bà Kim Dương,26/04/2026
620f230b-439e-454c-a930-16eae0bda1ee,Duyên Mai,826747587456,19/06/1955,0591886629,mdang@example.org,"3 Thành Văn Vũ, 957091",Khỏe mạnh,8.6,Yến Nguyễn,21/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Ông Trung Dương,630989904561,12/11/1991,0311549567,john11@example.net,"678 Nhật Hoàng Hẻm
Huyện JaneQuận, 918430",Huyết áp cao,10.66,Quý ông Hưng Vũ,25/04/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Bà Chi Bùi,150568574303,18/05/2002,0837446421,duongjane@example.net,"0 Nhật Lê xã, 715388",Khỏe mạnh,4.85,Bác Quang Mai,09/04/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,Khoa Thị Đặng,549325881603,15/04/1992,0761405968,stran@example.com,"0 Tùng Trần phố JohnHuyện, 737894",Tiểu đường,11.14,Bảo Đặng,28/04/2026
4082fcda-7580-44e9-9945-0186da018d29,Quang Mai,939582317245,15/07/1995,0721037483,emai@example.org,"9 Quý ông Hưng Đặng, 389913",Khỏe mạnh,9.98,Quý cô Bảo Dương,25/01/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Chị Hạnh Lê,935737342328,09/11/1964,0941103520,jane64@example.com,"60 Nhiên Trần, 414777",Tim mạch,5.87,Bà Kim Hoàng,03/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Quang Trần,871968019827,02/08/1951,0908459177,john93@example.com,"17 Anh Nam Bùi phố JaneXã, 412848",Tiểu đường,4.98,Cô Thành Đặng,10/05/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Yến Trần,352175600260,22/03/1992,0756322707,mmai@example.net,"743 Vi Trần, 550268",Tiểu đường,8.64,Kim Xuân Lê,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Ánh Vũ,602662303865,11/08/1990,0542743241,janeduong@example.org,"5 Xuân Bùi Ngõ
JaneQuận, 168458",Huyết áp cao,5.85,Cô Ánh Dương,01/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Hương Đặng,463933465508,30/01/2008,0524052043,lejohn@example.net,"332 Chị Mai Bùi
Chị Mai Bùi xã, 771425",Tim mạch,5.07,Quý cô Linh Hoàng,07/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Bảo Hoàng Bùi,762088057123,13/10/1965,0988746824,janeduong@example.com,"046 Anh Châu Đặng
JohnXã, 853681",Khỏe mạnh,4.51,An Tấn Vũ,13/04/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Hương Đặng,247827292719,27/06/1961,0560375031,lejohn@example.com,"7 Khoa Dương phố JohnXã, 801520",Huyết áp cao,5.0,Hoàng Trí Trần,10/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Chị Dương Dương,483064925414,02/04/1969,0816232445,ole@example.org,"11 Lâm Mai xã, 752011",Tiểu đường,7.63,Khoa Mai Bảo Vũ,17/04/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,An Đặng,049762928341,02/10/1993,0831489206,lejane@example.org,"697 Hà Dương Số
JohnPhường, 979269",Khỏe mạnh,7.16,Phương Thị Phạm,27/04/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Phương Phú Lê,833342386768,03/04/1973,0955619760,janeduong@example.net,"890 Kim Hoàng phố, 887931",Tim mạch,7.74,Cô Linh Lê,08/05/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Nam Mai,524544693904,15/11/1968,0777442911,johnmai@example.com,"0 Cô Yến Dương phố JohnXã, 749137",Khỏe mạnh,7.9,Lâm Hoàng,28/01/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Quang Lê,358914074454,05/08/1959,0577876334,johnhoang@example.org,"Linh Dương, 878579",Tiểu đường,11.31,Thành Mai,26/01/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Duyên Mai,765432191427,08/09/1987,0957388194,maijane@example.com,"79 Hưng Xuân Vũ xã JaneXã, 919023",Tim mạch,7.62,Tùng Hải Bùi,14/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Trung Bảo Trần,760253852748,12/11/2006,0322657918,lejane@example.net,"JohnQuận
8 Thảo Lê Tổ, 846454",Khỏe mạnh,3.65,Khoa Hoàng,04/04/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Ánh Hoàng,492446480332,17/01/1986,0859367981,uhoang@example.com,"8 Quý cô Duyên ĐặngThành phố JaneQuận, 155642",Tiểu đường,10.4,Hưng Dương,09/04/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Bà Linh Phạm,479103898096,10/10/1985,0954524649,lejohn@example.com,"8 Vi Bùi xã, 506380",Tiểu đường,5.56,Anh Đặng,08/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Bà Thành Lê,488022469839,06/04/1975,0887764479,vujohn@example.org,"281 Nhật Mai Bảo Trần Số
JaneQuận, 268746",Khỏe mạnh,9.99,Ánh Nguyễn,03/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Nhật Bùi,674388578165,28/11/1996,0500705302,jane25@example.net,"3 Cô Hồng Dương phố, 466375",Khỏe mạnh,7.61,Hương Vũ,13/02/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Bà Xuân Nguyễn,392168358000,23/11/1967,0922599211,nguyenjane@example.org,"48 Anh Dũng Dương Tổ
JaneThành phố, 410833",Tiểu đường,11.53,Hạnh Hoàng,05/05/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Nhật Bảo Đặng,421107614989,30/09/1950,0789484632,dangjane@example.com,"1 Dũng Trần phố, 176806",Tim mạch,4.42,Dũng Vũ,15/03/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Linh Lê,057818133931,16/04/1968,0794431493,johnmai@example.org,"0 Vũ Lê, 925115",Tim mạch,5.29,Quý cô Mai Lê,06/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Dương Lê,909746169806,21/04/1974,0301872263,john60@example.org,"50 Thành Phạm JohnHuyện, 320256",Tiểu đường,9.21,Nhật Trần,19/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Chị Xuân Lê,327560951414,06/08/1948,0900706219,john37@example.com,"1 Mai Mai Làng
JaneHuyện, 234443",Tiểu đường,6.24,Khoa Bảo Mai,10/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Tú Đức Bùi,340343912149,26/06/1946,0341314771,jane70@example.net,"6 Thảo Vũ
JaneThị xã, 566991",Tiểu đường,8.51,Xuân Dương,15/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Chị Duyên Đặng,330853440366,12/09/1949,0967987847,jane48@example.net,"3 Jane Dãy
Trọng Trần, 909652",Khỏe mạnh,5.19,Quý ông Tú Bùi,07/03/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Nhật Quang Đặng,218987751901,06/04/1997,0394366538,jane66@example.com,"7 An Mai Bảo Mai Làng
JohnThành phố, 377198",Tiểu đường,8.49,Lâm Thế Dương,09/03/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Khoa Phạm,910851191466,23/11/1942,0957743623,jane06@example.com,"91 Bác Tú Trần, 610511",Tiểu đường,3.65,Quý cô Ánh Đặng,27/02/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Hồng Đặng,427442031623,01/01/1949,0719096912,johnduong@example.org,"7 Quý cô Vân Trần
JohnQuận, 145240",Huyết áp cao,3.97,Bảo Thị Đặng,06/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Anh Trung Dương,625550100622,24/04/2005,0880573392,jane45@example.net,"23 Cô Nhật Bùi Hẻm
Huyện JohnPhường, 818894",Huyết áp cao,5.63,Nam Lê,19/02/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Quý cô Ánh Hoàng,560351912093,05/02/1970,0927938070,john33@example.net,"8 Cô Bảo Trần, 655552",Khỏe mạnh,7.92,Dũng Trần,15/02/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Bảo Hoàng Mai,166560063558,09/12/1953,0854466133,jane25@example.org,"30 Anh Trung Đặng, 943356",Tim mạch,10.54,Bác Thành Lê,21/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Quang Hải Hoàng,307685852195,23/06/1955,0508511096,enguyen@example.org,"588 Cô Bảo Dương Khu
JanePhường, 244775",Tiểu đường,7.64,Hồng Bùi,28/02/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Phương Hữu Bùi,142530862369,27/10/1993,0985602894,janebui@example.org,"796 Trung Quang Dương JohnXã, 139589",Khỏe mạnh,11.13,Hải Đức Nguyễn,08/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Quý cô Kim Mai,845032395804,14/06/1997,0389893981,jane68@example.net,"2 Bác Hưng Vũ, 917546",Tim mạch,4.97,Bà Hải Đặng,18/03/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Nam Thế Nguyễn,467842112116,16/02/1956,0783811720,jane06@example.net,"JaneXã
26 Bảo Dương, 456480",Tim mạch,5.06,Thành Thị Hoàng,25/04/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Vũ Trần,022292627484,27/07/1991,0948704248,kpham@example.org,"633 Kim Bùi
Huyện JohnHuyện, 197527",Khỏe mạnh,5.92,Xuân Phạm,14/03/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Yến Mai,984904835752,15/10/1971,0309619867,jane00@example.com,"952 Ánh Nguyễn, 144316",Khỏe mạnh,10.1,Quý cô Ngọc Trần,06/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Nhật Mai,206735525485,22/03/2007,0542878920,vujane@example.com,"80 Tùng Bùi, 643377",Tim mạch,9.14,Chị Vi Đặng,30/03/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Anh Mai Bảo Hoàng,228890702485,28/05/1975,0908993967,vujane@example.net,"63 Bác Thành Bùi
JaneThị xã, 288627",Khỏe mạnh,8.31,Duyên Phạm,16/04/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Quang Dương,134771824160,20/11/1969,0587627827,buijane@example.net,"44 Lâm Hải Dương phố JohnHuyện, 599687",Tim mạch,10.31,Bảo Đức Đặng,04/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Cô Lâm Vũ,695430876943,02/06/1965,0570499434,johntran@example.net,"55 Tùng Trí Phạm xã, 762398",Tiểu đường,5.32,Hạnh Trí Vũ,25/02/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Tú Trần,908859151218,11/06/1960,0735870911,dangjane@example.net,"59 Thành Lê phố JohnPhường, 346024",Tiểu đường,3.99,Quý cô Ánh Mai,22/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Bác Nhiên Dương,742290778589,11/08/1973,0795479200,kvu@example.com,"33 Bác Quang Đặng Hẻm
Quận JohnThành phố, 795781",Huyết áp cao,5.85,Phúc Nguyễn,08/05/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Dương Lê,262763442745,28/06/1978,0561463887,jane14@example.org,"78 Dũng Quang Đặng xã, 372427",Huyết áp cao,11.12,Hà Bùi,10/03/2026
5808d790-22e4-4628-9913-057dc21f84fc,Cô Vi Đặng,783389305055,19/12/1935,0391058845,johnvu@example.com,"3 Quý cô Lâm Nguyễn xã, 362035",Khỏe mạnh,10.23,Cô Bảo Hoàng,04/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Quang Vũ,533996301754,28/05/1994,0796353033,duongjohn@example.com,"7 Thành Lê Dãy
Huyện JohnQuận, 152042",Huyết áp cao,4.64,Hạnh Quang Dương,06/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Ông Châu Hoàng,505321696611,11/05/1946,0915356214,john83@example.net,"70 Hương Bùi
Huyện JaneThành phố, 669578",Khỏe mạnh,8.99,Vũ Đức Phạm,18/04/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Dương Nguyễn,450958491567,27/05/1953,0990329312,maijohn@example.com,"Phúc PhạmPhúc Phạm, 413328",Tiểu đường,11.26,Quý ông Tùng Phạm,24/04/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Phúc Phú Nguyễn,072061742424,08/05/1993,0770529538,johnmai@example.net,"JohnHuyện
271 Bà Lâm Dương Đường, 472787",Khỏe mạnh,4.26,Bảo Phú Phạm,31/01/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Bà Ngọc Hoàng,242994836991,04/09/1985,0309387800,lejane@example.org,"7 Minh Thế Dương, 971733",Huyết áp cao,8.61,Nhật Hoàng,28/02/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Yến Mai,506080032750,01/12/1988,0518589347,janebui@example.net,"8 Chị Hà Hoàng Dãy
Huyện JaneThị xã, 772036",Huyết áp cao,9.01,Hải Mai,28/03/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Lâm Hải Lê,474735987231,16/10/1970,0844542772,johntran@example.net,"539 Ông Trung Trần xã, 939930",Huyết áp cao,5.93,Thành Dương,08/04/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,An Phạm,947323092631,06/10/1954,0547263505,hbui@example.com,"386 Nhật Đặng JohnPhường, 704570",Khỏe mạnh,5.97,Nam Hoàng Trần,22/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,An Đức Hoàng,162515794090,29/03/2001,0811850789,john93@example.org,"8 Vi Mai xã, 516379",Tiểu đường,9.8,Anh Vũ Đặng,09/05/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Nhật Vũ,355177936383,22/03/2007,0858319100,jane39@example.com,"075 Quý cô Hương Vũ
JohnQuận, 368691",Tiểu đường,4.96,Khoa Hải Vũ,22/02/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Kim Hoàng,496498733628,21/08/1995,0712062686,john91@example.com,"055 Lan Đặng phố JaneThành phố, 419588",Tim mạch,5.25,Phúc Phú Dương,16/03/2026
388629ff-b2a0-4778-809d-644453ab3cce,Chị Lâm Phạm,595290172048,31/03/2006,0946085733,dmai@example.com,"517 Minh Bùi xã JanePhường, 236708",Huyết áp cao,5.91,Quý cô Hương Vũ,05/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Bà Lâm Đặng,442559128819,24/01/1992,0511061237,knguyen@example.net,"59 Hà Mai
JaneXã, 252901",Huyết áp cao,7.14,Lâm Phạm,31/03/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Cô Hải Trần,439113539201,06/02/1953,0772580333,yhoang@example.org,"77 Cô Ngọc Vũ JaneXã, 606489",Khỏe mạnh,8.3,Hồng Bùi,29/04/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Chị Thành Bùi,513063639469,20/12/1992,0830420483,johnvu@example.net,"5 Phương Bảo Vũ xã, 633243",Tiểu đường,4.41,Vũ Nguyễn,24/04/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Chị Kim Vũ,717895731295,08/09/2002,0888255165,janeduong@example.org,"5 Anh Khoa Bùi Làng
JohnPhường, 370196",Tim mạch,11.52,Huy Hải Dương,20/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Nhật Hữu Lê,229372550454,16/05/1973,0551374358,maijohn@example.net,"5 Hạnh Xuân Trần Hẻm
Quận JohnQuận, 424008",Tim mạch,7.37,Tùng Nguyễn,01/05/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Kim Thế Bùi,268779446445,24/08/1996,0746548404,lejane@example.com,"42 Khoa Bảo Vũ phố JaneXã, 694587",Tiểu đường,4.69,Quang Phạm,17/02/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Ông Dũng Vũ,871039459315,27/03/1971,0737097452,john69@example.net,"63 Hải Trí Đặng xã JanePhường, 440677",Tim mạch,11.9,Vân Phạm,12/04/2026
61603399-d307-4198-bc3e-b4029ba14c35,Anh Minh Dương,565413356543,04/05/1943,0762854924,johntran@example.org,"6 Vân Phạm, 911259",Tim mạch,10.33,Cô Lan Vũ,25/02/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Bà Xuân Phạm,034016143058,17/12/1941,0841818079,duongjane@example.net,"279 Quý ông Huy Lê, 780081",Huyết áp cao,4.93,Quang Phạm,03/04/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Ông Tùng Trần,024871722555,15/07/1975,0810148321,janepham@example.net,"220 Hoàng Dương Khu
JanePhường, 289473",Khỏe mạnh,4.16,Bác Thành Bùi,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Bác Nhiên Mai,464364571026,29/09/1979,0580974377,jane85@example.net,"71 Chi Vũ phố JohnQuận, 157738",Huyết áp cao,11.92,Bảo Thị Vũ,29/03/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,Vi Lê,582573830289,18/10/1965,0344732121,phamjohn@example.com,"95 Lâm Hoàng xã, 960109",Tiểu đường,4.63,Lan Đặng,09/01/2026
